Column1,Ligand_name,SMILES
5261,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
5262,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
5263,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5264,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
5265,testmol48,C(=O)C(C(=O)O)N
5266,testmol49,C(=CC=O)C=C(C(=O)O)N
5267,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
5268,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
5269,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
5270,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
5271,testmol54,CC(C)(CO)C(=O)C(=O)O
5272,testmol55,CC1(COC(=O)C1=O)C
5273,testmol56,C1C(C(C(OC1O)CO)O)O
5274,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
5275,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
5276,testmol59,C(CC(=O)O)C(C(=O)O)O
5277,testmol60,C(C(=O)[O-])(C(=O)[O-])O
5278,testmol61,C(C(=O)O)(C(=O)O)O
5279,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
5280,testmol63,CCC(C)C(=O)C(=O)O
5281,testmol64,C(CC(=O)N)C(=O)C(=O)O
5282,testmol65,CC(C)C(=O)C(=O)O
5283,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
5284,testmol67,C(CC(=O)O)C(=O)C(=O)O
5285,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
5286,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
5287,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
5288,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
5289,testmol70,CCC(=O)C(=O)O
5290,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
5291,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
5292,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
5293,testmol74,CC(CC(C(=O)O)N)N
5294,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
5295,testmol76,c1c(c(cc(c1Cl)O)Cl)O
5296,testmol77,c1cc(c(cc1Cl)O)Cl
5297,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
5298,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
5299,testmol80,CC(=O)C=CC=C(C(=O)O)O
5300,testmol81,CC(C)CC(=O)C(=O)O
5301,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
5302,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
5303,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
5304,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
5305,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
5306,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
5307,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
5308,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
5309,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
5310,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
5311,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
5312,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
5313,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
5314,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
5315,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
5316,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
5317,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
5318,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
5319,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
5320,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
5321,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
5322,testmol6,CN=C=O
5323,testmol7,O=Cc1ccc(O)c(OC)c1
5324,testmol8,COc1cc(C=O)ccc1O
5325,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
5326,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
5327,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
5328,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
5329,testmol13,CN1CCC[C@H]1c2cccnc2
5330,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
5331,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
5332,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
5333,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
5334,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
5335,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
5336,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
5337,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
5338,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
5339,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
5340,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
5341,testmol24,c1ccc(c(c1)O)O
5342,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
5343,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
5344,testmol27,CC(CN)O
5345,testmol28,C(C(=O)COP(=O)(O)O)N
5346,testmol29,CCn1cnc2c1ncnc2N
5347,testmol30,CCC(C)(C(C(=O)O)O)O
5348,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
5349,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
5350,testmol33,c1c(cc(c(c1O)O)O)O
5351,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
5352,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
5353,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
5354,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
5355,testmol38,c1cc(c(c(c1)O)O)C(=O)O
5356,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
5357,testmol40,CCC(C(=O)C)(C(=O)O)O
5358,testmol41,CC(=O)C(C)(C(=O)O)O
5359,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
5360,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
5361,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
5362,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
5363,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5364,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
5365,testmol48,C(=O)C(C(=O)O)N
5366,testmol49,C(=CC=O)C=C(C(=O)O)N
5367,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
5368,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
5369,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
5370,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
5371,testmol54,CC(C)(CO)C(=O)C(=O)O
5372,testmol55,CC1(COC(=O)C1=O)C
5373,testmol56,C1C(C(C(OC1O)CO)O)O
5374,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
5375,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
5376,testmol59,C(CC(=O)O)C(C(=O)O)O
5377,testmol60,C(C(=O)[O-])(C(=O)[O-])O
5378,testmol61,C(C(=O)O)(C(=O)O)O
5379,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
5380,testmol63,CCC(C)C(=O)C(=O)O
5381,testmol64,C(CC(=O)N)C(=O)C(=O)O
5382,testmol65,CC(C)C(=O)C(=O)O
5383,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
5384,testmol67,C(CC(=O)O)C(=O)C(=O)O
5385,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
5386,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
5387,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
5388,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
5389,testmol70,CCC(=O)C(=O)O
5390,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
5391,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
5392,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
5393,testmol74,CC(CC(C(=O)O)N)N
5394,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
5395,testmol76,c1c(c(cc(c1Cl)O)Cl)O
5396,testmol77,c1cc(c(cc1Cl)O)Cl
5397,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
5398,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
5399,testmol80,CC(=O)C=CC=C(C(=O)O)O
5400,testmol81,CC(C)CC(=O)C(=O)O
5401,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
5402,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
5403,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
5404,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
5405,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
5406,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
5407,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
5408,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
5409,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
5410,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
5411,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
5412,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
5413,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
5414,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
5415,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
5416,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
5417,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
5418,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
5419,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
5420,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
5421,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
5422,testmol6,CN=C=O
5423,testmol7,O=Cc1ccc(O)c(OC)c1
5424,testmol8,COc1cc(C=O)ccc1O
5425,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
5426,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
5427,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
5428,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
5429,testmol13,CN1CCC[C@H]1c2cccnc2
5430,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
5431,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
5432,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
5433,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
5434,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
5435,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
5436,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
5437,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
5438,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
5439,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
5440,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
5441,testmol24,c1ccc(c(c1)O)O
5442,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
5443,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
5444,testmol27,CC(CN)O
5445,testmol28,C(C(=O)COP(=O)(O)O)N
5446,testmol29,CCn1cnc2c1ncnc2N
5447,testmol30,CCC(C)(C(C(=O)O)O)O
5448,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
5449,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
5450,testmol33,c1c(cc(c(c1O)O)O)O
5451,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
5452,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
5453,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
5454,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
5455,testmol38,c1cc(c(c(c1)O)O)C(=O)O
5456,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
5457,testmol40,CCC(C(=O)C)(C(=O)O)O
5458,testmol41,CC(=O)C(C)(C(=O)O)O
5459,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
5460,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
5461,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
5462,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
5463,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5464,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
5465,testmol48,C(=O)C(C(=O)O)N
5466,testmol49,C(=CC=O)C=C(C(=O)O)N
5467,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
5468,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
5469,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
5470,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
5471,testmol54,CC(C)(CO)C(=O)C(=O)O
5472,testmol55,CC1(COC(=O)C1=O)C
5473,testmol56,C1C(C(C(OC1O)CO)O)O
5474,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
5475,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
5476,testmol59,C(CC(=O)O)C(C(=O)O)O
5477,testmol60,C(C(=O)[O-])(C(=O)[O-])O
5478,testmol61,C(C(=O)O)(C(=O)O)O
5479,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
5480,testmol63,CCC(C)C(=O)C(=O)O
5481,testmol64,C(CC(=O)N)C(=O)C(=O)O
5482,testmol65,CC(C)C(=O)C(=O)O
5483,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
5484,testmol67,C(CC(=O)O)C(=O)C(=O)O
5485,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
5486,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
5487,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
5488,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
5489,testmol70,CCC(=O)C(=O)O
5490,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
5491,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
5492,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
5493,testmol74,CC(CC(C(=O)O)N)N
5494,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
5495,testmol76,c1c(c(cc(c1Cl)O)Cl)O
5496,testmol77,c1cc(c(cc1Cl)O)Cl
5497,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
5498,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
5499,testmol80,CC(=O)C=CC=C(C(=O)O)O
5500,testmol81,CC(C)CC(=O)C(=O)O
5501,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
5502,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
5503,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
5504,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
5505,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
5506,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
5507,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
5508,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
5509,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
5510,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
5511,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
5512,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
5513,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
5514,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
5515,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
5516,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
5517,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
5518,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
5519,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
5520,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
5521,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
5522,testmol6,CN=C=O
5523,testmol7,O=Cc1ccc(O)c(OC)c1
5524,testmol8,COc1cc(C=O)ccc1O
5525,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
5526,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
5527,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
5528,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
5529,testmol13,CN1CCC[C@H]1c2cccnc2
5530,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
5531,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
5532,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
5533,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
5534,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
5535,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
5536,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
5537,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
5538,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
5539,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
5540,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
5541,testmol24,c1ccc(c(c1)O)O
5542,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
5543,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
5544,testmol27,CC(CN)O
5545,testmol28,C(C(=O)COP(=O)(O)O)N
5546,testmol29,CCn1cnc2c1ncnc2N
5547,testmol30,CCC(C)(C(C(=O)O)O)O
5548,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
5549,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
5550,testmol33,c1c(cc(c(c1O)O)O)O
5551,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
5552,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
5553,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
5554,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
5555,testmol38,c1cc(c(c(c1)O)O)C(=O)O
5556,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
5557,testmol40,CCC(C(=O)C)(C(=O)O)O
5558,testmol41,CC(=O)C(C)(C(=O)O)O
5559,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
5560,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
5561,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
5562,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
5563,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5564,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
5565,testmol48,C(=O)C(C(=O)O)N
5566,testmol49,C(=CC=O)C=C(C(=O)O)N
5567,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
5568,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
5569,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
5570,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
5571,testmol54,CC(C)(CO)C(=O)C(=O)O
5572,testmol55,CC1(COC(=O)C1=O)C
5573,testmol56,C1C(C(C(OC1O)CO)O)O
5574,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
5575,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
5576,testmol59,C(CC(=O)O)C(C(=O)O)O
5577,testmol60,C(C(=O)[O-])(C(=O)[O-])O
5578,testmol61,C(C(=O)O)(C(=O)O)O
5579,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
5580,testmol63,CCC(C)C(=O)C(=O)O
5581,testmol64,C(CC(=O)N)C(=O)C(=O)O
5582,testmol65,CC(C)C(=O)C(=O)O
5583,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
5584,testmol67,C(CC(=O)O)C(=O)C(=O)O
5585,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
5586,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
